"共有model数","item_name 中文","model_name 中文","目标价","model_image_susercontent","product_link","L2 中文","L3 中文","邀请码","model_id","final_1688_link","price judge","展示日期","item_id","item下最高价","特殊tag","日均销售额","日均单量","asp_tag_by_l1"
"1","XMAX 250 XMAX 300 全段原装 99 Racing 排气系统 RS-2 型不锈钢免费消音器","最后蓝色,Xmax 老款","512.2","https://cf.shopee.ph/file/id-11134207-7rbk8-ma1cicd2ijnf98","http://shopee.ph/product/1315433082/24242777845","摩托车零配件","尾气和排放","IVCN2026021177357","'247992100151","缺少","P1","'12-30","'24242777845","512.2","","100-300美金","20-40单","高价品"
"1","MFZ 制动主缸（左 & 右）/（左）- 深色,100% 原装正品,3 个月保修。","甲壳虫泵","509.22","https://cf.shopee.co.th/file/th-11134207-81ztf-mn01tajgp69s1b","http://shopee.co.th/product/161983189/51608746533","摩托车零配件","制动系统","IVCN2026051918825","'440776178795","缺少","P1","'12-30","'51608746533","509.22","","100-300美金","20-40单","高价品"
"1","RG Wave125 开式曲轴箱,原装主体,最新款,适用于 WAVE125R/S/i,挡风玻璃,摩托车。","激励器原理","507.61","https://cf.shopee.co.th/file/th-11134207-81ztn-mjfpcgphpp1h13","http://shopee.co.th/product/1192806035/29806073329","摩托车零配件","其他的","IVCN2026051917565","'355429155441","缺少","P1","'12-30","'29806073329","507.61","","60-80美金","20-40单","高价品"
"1","MFZ Beetle Pump,最新款,颜色非常深！！！","钱","502.5","https://cf.shopee.co.th/file/th-11134207-7r98w-lxmjzueg64en35","http://shopee.co.th/product/69500360/24033425124","摩托车零配件","制动系统","IVCN2026051912017","'178304349207","缺少","P1","'12-30","'24033425124","502.5","","60-80美金","20-40单","高价品"
"4","RCB S1-FL 锻造主刹车泵 通用型 14mm、15mm、17mm","黑色,右手14毫米","230.55","https://cf.shopee.ph/file/ph-11134207-7r98y-m0bflx66mkuc7b","http://shopee.ph/product/385135427/28305800066","摩托车零配件","制动系统","IVCN2026051912993","'207664644358","缺少","P1","'12-30","'28305800066","501.79","","100-300美金","20-40单","高价品"
"4","RCB S1-FL 锻造主刹车泵 通用型 14mm、15mm、17mm","黑色,左右套装 14 毫米","501.79","https://cf.shopee.ph/file/ph-11134207-7r98y-m0bflx66mkuc7b","http://shopee.ph/product/385135427/28305800066","摩托车零配件","制动系统","IVCN2026051912993","'207664644359","缺少","P1","'12-30","'28305800066","501.79","","100-300美金","20-40单","高价品"
"4","RCB S1-FL 锻造主刹车泵 通用型 14mm、15mm、17mm","钛合金,右手款 14毫米","238.73","https://cf.shopee.ph/file/ph-11134207-7r98q-m0bfmh4tdjsec4","http://shopee.ph/product/385135427/28305800066","摩托车零配件","制动系统","IVCN2026051912993","'207664644367","缺少","P1","'12-30","'28305800066","501.79","","100-300美金","20-40单","高价品"
"4","RCB S1-FL 锻造主刹车泵 通用型 14mm、15mm、17mm","钛合金,右手款 17毫米","290.85","https://cf.shopee.ph/file/ph-11134207-7r98q-m0bfmh4tdjsec4","http://shopee.ph/product/385135427/28305800066","摩托车零配件","制动系统","IVCN2026051912993","'256593241917","缺少","P1","'12-30","'28305800066","501.79","","100-300美金","20-40单","高价品"
"1","MFZ刹车总泵（甲壳虫/乌龟造型）,颜色很深,100%正品,现货,最新款。","甲虫","499.64","https://cf.shopee.co.th/file/th-11134207-81ztj-mhbjynk4njtaf2","http://shopee.co.th/product/1237845730/23290773180","摩托车零配件","制动系统","IVCN2026051915309","'258209086873","缺少","P1","'12-30","'23290773180","499.64","","100-300美金","20-40单","高价品"
"4","✅️JVT PIPE V3 钛合金可调尾嘴 NMAX V2/NMAX V1/AEROX V1/M3/PCX160/CLICK 125/150","ADV Fi 160 (V3)","483.08","https://cf.shopee.ph/file/ph-11134207-81ztq-mhih0j4libk2b8","http://shopee.ph/product/1057470347/19993909825","摩托车零配件","尾气和排放","IVCN2026031717833","'226204389007","缺少","P1","'12-30","'19993909825","496.95","","100-300美金","20-40单","高价品"
"1","Moto3 Pro GH Racing 刹车卡钳 - GH Racing Moto3 刹车卡钳","灰色的左撇子猪","493.88","https://cf.shopee.vn/file/vn-11134207-7ras8-mbux6hkwbxwyf1","http://shopee.vn/product/1149895003/27688399621","摩托车零配件","制动系统","IVCN2026051915601","'265641136913","缺少","P1","'12-30","'27688399621","493.88","","100-300美金","20-40单","高价品"
"2","BOM RANGSIT MAGS CLICK 125/150/ MIO SPORTY/SOULTY/FINO/SOUL CARB 115","BOM VIOLET LYNXV2,点击 125/150","424.77","https://cf.shopee.ph/file/ph-11134207-81ztn-mke5h9o0p0qu3a","http://shopee.ph/product/1030838352/29614656650","摩托车零配件","车轮、轮辋及配件","IVCN2026051914711","'247612303098","缺少","P1","'12-30","'29614656650","492.25","","60-80美金","20-40单","高价品"
"2","BOM RANGSIT MAGS CLICK 125/150/ MIO SPORTY/SOULTY/FINO/SOUL CARB 115","BOM 银色六边形,点击 125/150","492.25","https://cf.shopee.ph/file/ph-11134207-81ztf-mm1c7skvh4i0d0","http://shopee.ph/product/1030838352/29614656650","摩托车零配件","车轮、轮辋及配件","IVCN2026051914711","'297385959744","缺少","P1","'12-30","'29614656650","492.25","","60-80美金","20-40单","高价品"
"4","TSMP Aeroxv2 Nmax V2 动力管","S2.25 28毫米","490.5","https://cf.shopee.ph/file/ph-11134207-7ras8-maeb71snqfn20f","http://shopee.ph/product/304073451/24740378646","摩托车零配件","尾气和排放","IVCN2026031717823","'370875068768","缺少","P1","'12-30","'24740378646","490.5","","100-300美金","20-40单","高价品"
"1","适用于 Wave 125 Sri 的全套螺栓,带全套整流罩（包含外部零件）。赛道专用螺栓套装,完整包装,超值之选。齿轮 - 赛道 - 钻孔木件。","W125 S,数字化油器,（赛道）完全定制。","485.83","https://cf.shopee.co.th/file/th-11134207-81ztf-mhkl5nsr4t8h8d","http://shopee.co.th/product/43009364/42018925098","摩托车零配件","其他的","IVCN2026031711419","'292292329477","缺少","P1","'12-30","'42018925098","485.83","","60-80美金","20-40单","高价品"
"1","适用于 PCX160 (21-26) 的 Mahachai 排气管,侧开式设计,含隔热罩,直接安装,Z 型颈部,不锈钢材质。现货供应。","切开外壳以防止受热。","485.56","https://cf.shopee.co.th/file/th-11134207-81ztn-mgekg7ufmcju68","http://shopee.co.th/product/45816307/55550335442","摩托车零配件","尾气和排放","IVCN2026051916307","'287231858742","缺少","P1","'12-30","'55550335442","485.56","","80-100美金","20-40单","高价品"
"1","NMAX V2 SP500 青铜色 RCB 原装弹匣","NMAX V2 SP500 青铜色 RCB 原装弹匣","485.5","https://cf.shopee.ph/file/ph-11134207-7rasa-m5d0cxm09mpv27","http://shopee.ph/product/1248119716/26474461755","摩托车零配件","车轮、轮辋及配件","IVCN2026051913573","'223748355872","缺少","P1","'12-30","'26474461755","485.5","","100-300美金","20-40单","高价品"
"1","TSMP S2.5 管夹式 - 32mm 弯头（黑色）","TSMP S2.5 管夹式 - 32mm 弯头（黑色）","484.89","https://cf.shopee.ph/file/ph-11134207-81ztq-mm7hhaw9i7lw6a","http://shopee.ph/product/1455945670/49557639817","其他的","#VALUE!","IVCN2026051918471","'415678752554","缺少","P1","'12-30","'49557639817","484.89","","100-300美金","20-40单","高价品"
"2","CNC Lead 125 车轮,前轮 12 英寸,后轮 10 英寸,Marchesini 设计,做工精美。","黑色的","481.03","https://cf.shopee.co.th/file/th-11134207-7rasl-mahd9p3iz3g615","http://shopee.co.th/product/13471729/25967262828","摩托车零配件","车轮、轮辋及配件","IVCN2026051913319","'217351539324","缺少","P1","'12-30","'25967262828","481.03","","100-300美金","20-40单","高价品"
"2","CNC Lead 125 车轮,前轮 12 英寸,后轮 10 英寸,Marchesini 设计,做工精美。","钱","481.03","https://cf.shopee.co.th/file/th-11134207-81ztj-miq3jappp62vd9","http://shopee.co.th/product/13471729/25967262828","摩托车零配件","车轮、轮辋及配件","IVCN2026051913319","'292291675253","缺少","P1","'12-30","'25967262828","481.03","","100-300美金","20-40单","高价品"
"1","Y15ZR 千斤顶 14.35MM (+28.7MM) 连杆 115L (行程 87.40) 曲轴 FASSTEK Y16","Y15ZR 千斤顶 14.35MM (+28.7MM) 连杆 115L (行程 87.40) 曲轴 FASSTEK Y16","480.48","https://cf.shopee.ph/file/sg-11134201-8262h-mjf0xoj01iit1b","http://shopee.ph/product/1813696279/48309623404","摩托车零配件","其他的","IVCN2026051917925","'375849189431","缺少","P1","'12-30","'48309623404","480.48","","80-100美金","20-40单","高价品"
"1","适用于 XMAX 300 的 CNC 精密加工合金轮毂。五辐式设计,尺寸为 3.5*15/4*14。直接安装,无需改装。坚固耐用,色彩亮丽。价格为一对。","蓝色的","480.23","https://cf.shopee.co.th/file/th-11134207-81ztl-mhj90dicjv29bc","http://shopee.co.th/product/237200741/56702158029","摩托车零配件","车轮、轮辋及配件","IVCN2026041050909","'218782808464","缺少","P1","'12-30","'56702158029","480.23","","80-100美金","20-40单","高价品"
"1","BOM RANGSIT MAGS STAR 适用于 YAMAHA NMAX V1 / NMAX V2","STAR NmaxV2 SLVR 14s","476.22","https://cf.shopee.ph/file/ph-11134207-7ras8-m7qrb4hhg33214","http://shopee.ph/product/1183336345/28430720041","摩托车零配件","车轮、轮辋及配件","IVCN2026051911013","'138269474239","缺少","P1","'12-30","'28430720041","476.22","","100-300美金","20-40单","高价品"
"3","适用于W125 SRI的完整S4改装套件,带有尖头前脸和集成式转向灯。原厂正品,来自经销商。","完整套装（MSX）","474.85","https://cf.shopee.co.th/file/th-11134207-7rash-m8am0495uqr215","http://shopee.co.th/product/110694522/26429282230","摩托车零配件","灯光","IVCN2026041053001","'247860613942","缺少","P1","'12-30","'26429282230","474.85","","80-100美金","20-40单","高价品"
"2","Giorno排气管,Mahachai型号,Open 60 63,隐藏式,开放式,半隐藏式/半开放式。","半封闭式,侧面半开放。","473.24","https://cf.shopee.co.th/file/th-11134207-7rasj-ma3nk5pe9nu948","http://shopee.co.th/product/45816307/44251896686","摩托车零配件","尾气和排放","IVCN2026051912517","'196152893831","缺少","P1","'12-30","'44251896686","473.24","","100-300美金","20-40单","高价品"
"2","Giorno排气管,Mahachai型号,Open 60 63,隐藏式,开放式,半隐藏式/半开放式。","将筛子剪开。","468.76","https://cf.shopee.co.th/file/th-11134207-7rasj-ma3nk5pe9nu948","http://shopee.co.th/product/45816307/44251896686","摩托车零配件","尾气和排放","IVCN2026051912517","'265155471464","缺少","P1","'12-30","'44251896686","473.24","","100-300美金","20-40单","高价品"
"1","Cardo Packtalk Edge 第二代头盔套件安装配件套装,适用于带 JBL 音响的摩托车对讲头盔","Cardo Packtalk Edge 第二代头盔套件安装配件套装,适用于带 JBL 音响的摩托车对讲头盔","472.53","https://cf.shopee.com.my/file/my-11134207-7r98r-lvwmrru04prte3","http://shopee.com.my/product/132531093/25931462109","摩托车头盔及配件","","IVCN2026051911279","'148647538258","缺少","P1","'12-30","'25931462109","472.53","","100-300美金","20-40单","高价品"
"1","5块天能TNEH12-27 60V-27Ah高品质电动摩托车电池,重7公斤 - 天能电池,中国第一电池品牌。","5块天能TNEH12-27 60V-27Ah高品质电动摩托车电池,重7公斤 - 天能电池,中国第一电池品牌。","469.45","https://cf.shopee.vn/file/vn-11134207-820l4-mizfgt9ehrlw94","http://shopee.vn/product/46942130/57204036745","摩托车零配件","电池及配件","IVCN2026051916315","'287304486874","缺少","P1","'12-30","'57204036745","469.45","","100-300美金","20-40单","高价品"
"1","Profender 120 毫米转向阻尼器。","Profender 120 毫米转向阻尼器。","467.84","https://cf.shopee.co.th/file/th-11134207-81ztg-me8752wlqm8787","http://shopee.co.th/product/29759186/40417416985","摩托车零配件","其他的","IVCN2026051915459","'261435993447","缺少","P1","'12-30","'40417416985","467.84","","100-300美金","20-40单","高价品"
"1","JVT PIPE V3 NMAX/AEROX/CLICK/PCX/ADV/M3/BEAT/MXI","ADV150","464.93","https://cf.shopee.ph/file/ph-11134207-81ztc-mhmqlgmbhxqa57","http://shopee.ph/product/1373059006/28164649337","摩托车零配件","尾气和排放","IVCN2026051911069","'139105167499","缺少","P1","'12-30","'28164649337","464.93","","100-300美金","20-40单","高价品"
"1","老式125cc曲轴,由机械师Neng Sena制作。采用与原装相同的Click轴承,加长连杆,平衡性好,紧固、笔直、稳定、动力强劲且精准。","7辐RXZ","464.15","https://cf.shopee.co.th/file/th-11134207-81ztf-mm24n966bc3lb6","http://shopee.co.th/product/35108384/57707468676","摩托车零配件","其他的","IVCN2026051918887","'445665009686","缺少","P1","'12-30","'57707468676","464.15","","100-300美金","20-40单","高价品"
"239","BREMBO 刺绣侧边灰色红色标志正品 1泵","BREMBO 刺绣侧边灰色红色标志正品 1泵","460.7","https://cf.shopee.ph/file/th-11134207-7rasd-m8ok74rlq1ny42","http://shopee.ph/product/1720945964/49354368317","摩托车零配件","制动系统","#N/A","'370408663446","缺少","P1","'12-30","'49354368317","460.7","","60-80美金","20-40单","高价品"
"1","JVT Pipe V3 Silent Killer Power Pipe (Mio Sporty/Soulty/Mio i125/ Nmax/Aerox/Click/PCX160/ADV)","Mio Sporty/Soul115","460.03","https://cf.shopee.ph/file/966eded412a717d1f7eacc61db8aa230","http://shopee.ph/product/374899029/8166233128","摩托车零配件","尾气和排放","IVCN202605199787","'66795164935","缺少","P1","'12-30","'8166233128","460.03","","100-300美金","20-40单","高价品"
"3","BOM X LUNA AEROX V3/NMAX V2 尺寸 14S 前轮 1.85 后轮 2.15 适合印度概念","BOMX SILVER LUNA,AEROX V3","458.51","https://cf.shopee.ph/file/ph-11134207-81ztm-mlwyh9cphy4h3e","http://shopee.ph/product/567799054/25098021544","摩托车零配件","车轮、轮辋及配件","IVCN2026051913283","'216371975029","缺少","P1","'12-30","'25098021544","458.6","","60-80美金","20-40单","高价品"
"3","BOM X LUNA AEROX V3/NMAX V2 尺寸 14S 前轮 1.85 后轮 2.15 适合印度概念","BOMX SILVER LUNA,NMAX V2 (2020)","458.51","https://cf.shopee.ph/file/ph-11134207-81ztm-mlwyh9cphy4h3e","http://shopee.ph/product/567799054/25098021544","摩托车零配件","车轮、轮辋及配件","IVCN2026051913283","'216371975036","缺少","P1","'12-30","'25098021544","458.6","","100-300美金","20-40单","高价品"
"3","BOM X LUNA AEROX V3/NMAX V2 尺寸 14S 前轮 1.85 后轮 2.15 适合印度概念","BOMX SILVER DRACO,AEROX V3","458.6","https://cf.shopee.ph/file/ph-11134207-81zte-mm1az9oxrimbe6","http://shopee.ph/product/567799054/25098021544","摩托车零配件","车轮、轮辋及配件","IVCN2026051913283","'385737662241","缺少","P1","'12-30","'25098021544","458.6","","100-300美金","20-40单","高价品"
"1","BOM X LYNX V2 PCX 160 即插即用,适用于印尼概念尺寸 14S 前轮 1.85 后轮 2.15","BOMX SILVER LYNX V2,PCX 160 即插即用","458.51","https://cf.shopee.ph/file/ph-11134207-81ztj-mlyfpumybsoxf8","http://shopee.ph/product/1161831637/46707383346","摩托车零配件","车轮、轮辋及配件","IVCN2026051918651","'430655824551","缺少","P1","'12-30","'46707383346","458.51","","100-300美金","20-40单","高价品"
"1","BOM RANGSIT MAGS LOTUS 适用于 Click 125 / 150 v1 v2 v3","LOTUS CLICK SILVER,BOM X MAGS CNC","458.51","https://cf.shopee.ph/file/ph-11134207-81zth-mfoagqkpyxor3e","http://shopee.ph/product/1183336345/41423562980","摩托车零配件","车轮、轮辋及配件","IVCN2026051911501","'157968334709","缺少","P1","'12-30","'41423562980","458.51","","300-500美金","20-40单","高价品"
"2","2ktts 10英寸轮辋电机（2000w Yuma 2芯片版本,适用于电动自行车）","2ktts 10英寸轮毂,含轮胎。","457.12","https://cf.shopee.vn/file/vn-11134207-81ztc-mk14m8icz1tx07","http://shopee.vn/product/1581889214/57753797918","摩托车零配件","轮胎及配件","IVCN2026051918097","'390499096091","缺少","P1","'12-30","'57753797918","457.12","","100-300美金","20-40单","高价品"
"2","2ktts 10英寸轮辋电机（2000w Yuma 2芯片版本,适用于电动自行车）","2ktts 10英寸轮毂,不含轮胎。","402.03","https://cf.shopee.vn/file/vn-11134207-81ztc-mk14m8icz1tx07","http://shopee.vn/product/1581889214/57753797918","摩托车零配件","轮胎及配件","IVCN2026051918097","'390499096092","缺少","P1","'12-30","'57753797918","457.12","","80-100美金","20-40单","高价品"
"1","雅马哈 KAHA 套装 珍珠白/法拉利红 NMAX V2/ NMAX V2.1 - 正品雅马哈","珍珠白","453.95","https://cf.shopee.ph/file/ph-11134207-7rasl-m1eazaktyj214e","http://shopee.ph/product/277798609/11922756139","摩托车零配件","车身及车架","IVCN2026051914645","'246780053871","缺少","P1","'12-30","'11922756139","453.95","","80-100美金","20-40单","高价品"
"1","Kou Mahachai Giorno 排气管,原装活塞/60mm 活塞/62-63mm 活塞,63/3,66/5,侧装,开放式（100% 正品 Kou）。","60 毫米球形阀,半封闭/半开放。","451.97","https://cf.shopee.co.th/file/th-11134207-81zte-meo1gtmwe1on86","http://shopee.co.th/product/49666631/42219019222","摩托车零配件","尾气和排放","IVCN2026051916751","'301968649456","缺少","P1","'12-30","'42219019222","451.97","","60-80美金","20-40单","高价品"
